LVs	V(G)/Vlvs	SE	zscore	pval	LV_AUC	pwys
101	0.980547	0.372452	2.6326801842922	0.00423570374515492	0.541060894953227	1.REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,2.REACTOME_METABOLISM_OF_MRNA,
110	0.885394	0.37757	2.34497973885637	0.00951405679441431	0.505075206483657	1.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,2.REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM,3.REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS,
102	0.877345	0.366531	2.39364473946269	0.00834094896992554	0.518431801370083	1.REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,
19	0.78913	0.379895	2.07723186670001	0.0188900820168163	0.699607924336744	1.REACTOME_MRNA_PROCESSING,2.REACTOME_MRNA_SPLICING,3.REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,
18	0.728725	0.371012	1.96415479822755	0.0247560714837822	0.528320702034304	1.KEGG_SPLICEOSOME,
44	0.599649	0.340135	1.76297352521793	0.0389524774905273	0.561484389264196	1.KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,2.PID_BCR_5PATHWAY,
45	0.588923	0.357885	1.64556491610434	0.0499266836411181	0.697038327526132	1.REACTOME_METABOLISM_OF_PROTEINS,2.REACTOME_HIV_INFECTION,3.KEGG_RIBOSOME,
95	0.579506	0.353289	1.64031713413098	0.0504696224352942	0	no-related-pathways
103	0.568527	0.36786	1.54549828739194	0.0611128914159202	0.562921491934453	1.REACTOME_METABOLISM_OF_PROTEINS,2.REACTOME_METABOLISM_OF_MRNA,3.KEGG_PARKINSONS_DISEASE,
3	0.531764	0.37192	1.42978059797806	0.0763899996647076	0.66352573766961	1.REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,2.REACTOME_AXON_GUIDANCE,3.REACTOME_MRNA_PROCESSING,
43	0.520024	0.353692	1.47027357135587	0.0707438379375587	0	no-related-pathways
50	0.49859	0.357822	1.39340230617458	0.0817490843720432	0	no-related-pathways
49	0.481861	0.35649	1.35168167410026	0.0882385850037934	0	no-related-pathways
80	0.475466	0.354755	1.34026581725416	0.0900794702212021	0.576811984363345	1.KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,
54	0.456097	0.371735	1.22694123501957	0.10992233936902	0	no-related-pathways
65	0.392036	0.382798	1.02413283245994	0.152886269271463	0.58754441373865	1.REACTOME_METABOLISM_OF_PROTEINS,2.REACTOME_MRNA_PROCESSING,
77	0.372646	0.353695	1.05358006191775	0.146037610735906	0.54469720562838	1.REACTOME_TRANSCRIPTION,
8	0.365019	0.362567	1.00676288796278	0.157024366454743	0	no-related-pathways
68	0.364081	0.357057	1.01967192913176	0.153942039474718	0	no-related-pathways
4	0.347708	0.342127	1.01631265582664	0.154740261895519	0.939083431257344	1.PID_IL8CXCR2_PATHWAY,2.REACTOME_HIV_INFECTION,3.REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE,
99	0.307793	0.385241	0.79896220807235	0.212156162919428	0	no-related-pathways
85	0.304005	0.360914	0.84231977701059	0.19980449192971	0.550872505635802	1.KEGG_APOPTOSIS,2.MIPS_SPLICEOSOME,3.REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,
15	0.275779	0.343487	0.802880458357958	0.211021915975853	0.713347164591978	1.BIOCARTA_MAPK_PATHWAY,2.REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,3.REACTOME_MRNA_PROCESSING,
72	0.265207	0.36221	0.732191270257585	0.232025915942209	0	no-related-pathways
67	0.249615	0.377014	0.662084166635722	0.253958641247993	0	no-related-pathways
17	0.241157	0.378628	0.636923312591779	0.262087398387251	0	no-related-pathways
42	0.226887	0.330125	0.687276031806134	0.245954399864916	0.603053830227743	1.REACTOME_SIGNALING_BY_NOTCH,2.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,3.KEGG_RNA_DEGRADATION,
39	0.225633	0.34426	0.655414512287225	0.256100455193901	0.681254608515171	1.ST_T_CELL_SIGNAL_TRANSDUCTION,2.PID_IL12_2PATHWAY,3.ST_B_CELL_ANTIGEN_RECEPTOR,
20	0.22221	0.34318	0.647502768226587	0.258653301744938	0.879082523061581	1.REACTOME_G1_S_TRANSITION,2.REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,3.KEGG_P53_SIGNALING_PATHWAY,
93	0.206264	0.34171	0.603622955137397	0.273047173801834	0	no-related-pathways
71	0.200844	0.354103	0.567190902082162	0.28529224427282	0	no-related-pathways
12	0.197485	0.371688	0.531319278534685	0.297598774100828	0	no-related-pathways
107	0.194812	0.348553	0.558916434516415	0.288109376363715	0.955536701860231	1.REACTOME_METABOLISM_OF_PROTEINS,2.REACTOME_DIABETES_PATHWAYS,3.REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,
92	0.194055	0.360497	0.538298515660324	0.295185487976018	0.519648367826505	1.REACTOME_TRANSCRIPTION,
36	0.147244	0.361204	0.407647755838806	0.341766149165365	0	no-related-pathways
94	0.145576	0.334828	0.434778453414888	0.331861623034148	0.530489958407198	1.REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,2.REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,3.MIPS_SPLICEOSOME,
73	0.140614	0.352948	0.398398630959801	0.345168183456072	0	no-related-pathways
91	0.127308	0.328079	0.388040685322742	0.348992962722631	0	no-related-pathways
62	0.123942	0.346341	0.357861183053696	0.360223600474423	0.60693392450274	1.KEGG_FATTY_ACID_METABOLISM,2.REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM,
75	0.121906	0.314663	0.387417649993803	0.349223519631308	0.570866358432409	1.PID_PDGFRBPATHWAY,2.KEGG_ENDOCYTOSIS,
46	0.108918	0.317299	0.343266130684307	0.365699129165696	0	no-related-pathways
61	0.093692	0.358193	0.26156848402956	0.396827072173062	0.615615978111074	1.REACTOME_HIV_INFECTION,2.REACTOME_METABOLISM_OF_MRNA,3.MIPS_SPLICEOSOME,
23	0.087432	0.364714	0.239727567354146	0.405270731173256	0.549412559783739	1.REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,
51	0.087041	0.340201	0.255851687678755	0.399032680402541	0.675132754527417	1.REACTOME_METABOLISM_OF_PROTEINS,2.REACTOME_HIV_INFECTION,3.KEGG_OXIDATIVE_PHOSPHORYLATION,
55	0.086354	0.321302	0.26876272167618	0.39405614095877	0.535710716546187	1.KEGG_LYSOSOME,
41	0.070265	0.323685	0.217078332329271	0.414073649824434	0.452244212980409	1.REACTOME_AXON_GUIDANCE,
76	0.066658	0.321854	0.207106327713808	0.417963410217381	0.610002764467379	1.REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE,2.REACTOME_SIGNALING_BY_EGFR_IN_CANCER,
1	0.059201	0.340053	0.174093450138655	0.430896010315261	0.644515904194652	1.REACTOME_METABOLISM_OF_PROTEINS,2.REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,3.WNT_SIGNALING,
108	0.054511	0.324166	0.168157672303696	0.433229619653746	0.948298449258142	1.REACTOME_METABOLISM_OF_PROTEINS,2.REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,3.REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,
38	0.016935	0.356449	0.0475103030167008	0.481053259494964	0.665157986443127	1.PID_IL12_2PATHWAY,2.REACTOME_GPCR_LIGAND_BINDING,3.KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,
